ru,de,"""какого черта""",wieso,"""warum zum Teufel, wieso""","""Если не будешь помогать, <em>какого черта</em> ты вообще нужен?""","""Wenn du nicht helfen willst, <em>wieso</em> bist du dann mitgekommen?""",,
ru,de,проще,leichter,"""einfach, besser""","""Было бы намного <em>проще</em> с ключами.""","""Es wäre so viel <em>leichter</em> mit den Schlüsseln.""",,
ru,de,ничто,nichts,"""niemand, etwas""","""Но <em>ничто</em>, <em>ничто</em> не могло подготовить меня к этой богом забытой дыре.""","""Aber <em>nichts</em>, <em>nichts</em> hätte mich auf dieses gottverlassene Loch vorbereiten können.""",,
ru,de,"Что он нашел, когда прибыл туда?",Was hat er dort gefunden?,,,,,
ru,de,потребоваться,dauern,,,,,
ru,de,потребовалось,es dauerte,,,,,
ru,de,самую большую в истории карту,größte Karte in der Geschichte,,,,,
ru,de,"""тем не менее""",trotzdem,,"""Ладно, и <em>тем не менее</em> ты пойдешь.""","""Nun, <em>trotzdem</em> gehst du hin.""",,
ru,de,После того как,nachdem,,"<em>После того как</em> я нашла Эммета, стало лучше.","Es ging mir besser, <em>nachdem</em> ich Emmett fand.",,
ru,de,увидит,sehen,,"""Жаль, что мама этого не <em>увидит</em>.""","""Ich wünschte, Mutter wäre hier, um das zu <em>sehen</em>.""",,
ru,de,"""далеко от""",weit entfernt von,,"""Все это <em>далеко от</em> того, чем предположительно должна заниматься журналистская организация.""","""All dies ist <em>weit entfernt von</em> dem, was eine journalistische Organisation tun sollte.""",,
ru,de,"""Через несколько""",in ein paar,,"""Вам вернут их <em>через несколько</em> дней.""","""Sie haben sie <em>in ein paar</em> Tagen zurück.""",,
ru,de,прийти,mitkommen,,"""Конечно же, твой друг может <em>прийти</em>.""","""Nicht? Natürlich darf Ihr Freund <em>mitkommen</em>.""",,
ru,de,"""еще не""",noch nicht,,"""Поверь, <em>еще не</em> всё кончено.""","""Glaub mir, es ist <em>noch nicht</em> vorbei.""",,
ru,de,"""я положил""",ich legte,,"""Она принесла его сюда а потом <em>я положил</em> его...""","""Sie kam hierher und <em>ich legte</em> es...""",,
ru,de,выглядеть,aussehen,,"""Они должны <em>выглядеть</em> как люди, которым место в армии.""","""Sie sollen <em>aussehen</em> wie jemand, den man in der Army will.""",,
ru,de,"""ты будешь выглядеть""",wirst du,,"""Иначе <em>ты будешь выглядеть</em>, как шимпанзе.""","""Sonst <em>wirst du</em> wie 'n Schimpanse.""",,
ru,de,"""я мог бы""",ich könnte,,"""Возможно, <em>я мог бы</em> быть Сайлон.""","""Ich nehme an, <em>ich könnte</em> ein Zylon sein.""",,
ru,de,"""ты будешь выглядеть""",Sie,,"""Как <em>ты будешь выглядеть</em> в ее глазах.""","""Wie <em>Sie</em> ihn ihren Augen <em>erscheinen möchten</em>.""",,
ru,de,брал,genommen,,"""Говорит, что не <em>брал</em> его.""","""Er sagt, er hat sie nicht <em>genommen</em>.""",,
ru,de,"""ты будешь выглядеть""",wirst du aussehen,,"""Через несколько недель <em>ты будешь выглядеть</em> в точности, как Брюс.""","""Bald <em>wirst du aussehen</em> wie Bruce.""",,
ru,de,бери,nimm,,"""Брайан, <em>бери</em> сумку и проваливай.""","""Brian, <em>nimm</em> die Tasche und verschwinde hier.""",,
ru,de,"""я брал""",habe ich,,"""Иногда <em>я брал</em> вас обоих покататься.""","""Manchmal <em>habe ich</em> euch beide auf eine Spritztour <em>mitgenommen</em>.""",,
ru,de,смог,konnte,,Но я не <em>смог</em> никого встретить.,Okay. Aber ich <em>konnte</em> niemand anderen treffen.,,
ru,de,беру,nehm,,"""Ладно, хорошо, но я <em>беру</em> Сантьяго с собой.""","""In Ordnung, schön, aber ich <em>nehm</em> Santiago mit.""",,
ru,de,поскольку,weil,,"Я пришла, <em>поскольку</em> слегка обеспокоена.","Ich bin hier, <em>weil</em> ich mir Sorgen mache.",,
ru,de,скажи,sag,,"""Райан, пожалуйста, <em>скажи</em> что-нибудь.""","""Geht es dir gut? - Ryan, bitte <em>sag</em> etwas.""",,
ru,de,"""вот бы""",Ich wünschte,,"""<em>Вот бы</em> увидеть тебя еще разок.""","""<em>Ich wünschte</em>, ich könnte dich noch einmal sehen.""",,
ru,de,"""вот бы""",ich wünschte,,"""О, папа, <em>вот бы</em> ты это видел.""","""Dad, <em>ich wünschte</em>, du könntest das sehen.""",,
ru,de,смогу,schaffe,,Я не <em>смогу</em> сделать этого без тебя.,"Ohne dich <em class=""both"">schaffe</em> ich es nicht.",,
ru,de,"""за углом""",um die Ecke,,"""Его машина стояла <em>за углом</em> его квартиры.""","""Sein Wagen stand <em>um die Ecke</em> von seinem Apartment.""",,
ru,de,дорогой,teuer,,"""Это цена очень <em>дорогой</em> бутылки самогона.""","""Sie reden darüber, wie <em>teuer</em> eine Flasche Whiskey ist.""",,
ru,de,"""я починю""",Ich repariere,,"""<em>Я починю</em> эту дверь.""","""<em>Ich repariere</em> diese Tür.""",,
ru,de,столько,so viele,,"""Я ещё <em>столько</em> всего собиралась сделать в жизни.""","""Es gab noch <em>so viele</em>... Dinge, die ich im Leben tun wollte.""",,
ru,de,"""вместе с""",zusammen mit,,"""Думаю, твоё чувство юмора прижало дверью <em>вместе с</em> твоей ногой.""","""Ich schätze dein Humor wurde <em>zusammen mit</em> deinem Bein unter der Tür eingeklemmt.""",,
ru,de,подыскать себе,suchen,,Я как раз собирался <em>подыскать себе</em> квартиру.,Ich wollte mir sowieso eine Wohnung <em>suchen</em>.,,
ru,de,"""делай что хочешь""",Mach was Du willst,,"""<em>Делай что хочешь</em>, потому что меня сегодня вечером не будет.""","""<em>Mach was Du willst</em>, denn ich werde nicht da sein.""",,
ru,de,сбежать,weglaufen,,"""Я все еще могу <em>сбежать</em> и остановить меня тебе будет нелегко.""","""Ich könnte immer noch <em>weglaufen</em>, und es würde für dich nicht einfach sein, mich aufzuhalten.""",,
ru,de,вставать,liegen bleiben,,"""Все, что ему нужно сделать, это не <em>вставать</em>.""","""Jetzt muss er nur noch <em>liegen bleiben</em>.""",,
ru,de,сделан,gemacht,,"""Музей не очень большой, но хорошо <em>сделан</em>.""","""Das Museum ist nicht groß, aber gut <em>gemacht</em>.""",,
ru,de,войти,reinkommen,,"""И в следующий раз постучите, прежде чем <em>войти</em>.""","""Und nächstes mal klopfen Sie an, bevor Sie <em>reinkommen</em>.""",,
ru,de,"""самый новый дом""",das älteste Haus,,"""<em>Самый новый дом</em> на данной улице.""","""Es ist <em>das älteste Haus</em> der Straße.""",,
ru,de,"""Кого ты видишь?""",wen du siehst?,,"""Как ты думаешь, <em>кого ты видишь?</em>""","""Was glaubst du, <em>wen du siehst?</em>""",,
ru,de,"""что ему нужно""",Was,,"""Как только поймет, <em>что ему нужно</em>.""","""<em>Was </em><em>braucht er</em><em> denn</em>?""",,
ru,de,поставить,hinstellen,,"""Куда мне ее <em>поставить</em>?""","""Und wo soll ich es <em>hinstellen</em>?""",,
ru,de,внутрь,rein,,"""Мач, иди обратно <em>внутрь</em>, попытайся найти хоть что-нибудь.""","""Much, geh wieder <em>rein</em>, schau, ob du irgendwas finden kannst.""",,
ru,de,стараюсь,versuche,,"""Я лишь <em>стараюсь</em> выполнять хорошую работу.""","""Ich <em>versuche</em> nur, gute Arbeit zu leisten.""",,
ru,de,"""могу понять""",verstehe,,"""Нет, я <em>могу понять</em> его.""","""Nein, ich <em>verstehe</em> ihn auch.""",,
ru,de,"""на полу""",auf dem Boden,,"""Я лежу <em>на полу</em> моего номера.""","""Ich liege in meinem Zimmer <em>auf dem Boden</em>.""",,
ru,de,"""я смогу""",kann ich,,"""Только так <em>я смогу</em> быть счастлива снова.""","""Nur auf diesem Weg <em>kann ich</em> wieder glücklich sein.""",,
ru,de,кое-что,gibt etwas,,"""Я должен сказать вам <em>кое-что</em> важное.""","""Es <em>gibt etwas</em> Wichtiges, das ich sagen sollte, glaube ich.""",,
ru,de,подготовить,vorbereiten,,"""Но есть кое-что, к чему я должен вас <em>подготовить</em>.""","""Aber es gibt da was, auf das ich Sie <em>vorbereiten</em> sollte.""",,
ru,de,вообще-то,eigentlich,,"""Нет, <em>вообще-то</em> была когда-то сельской местностью.""","""Nein, <em>eigentlich</em> war es mal eine ländliche Gegend.""",,
ru,de,бывать,sein,,"""Да, но приятно <em>бывать</em> дома.""","""Aber es ist schön, zu Hause zu <em>sein</em>.""",,
ru,de,сменить,wechseln,,"""Возможно, нам надо <em>сменить</em> тему.""","""Vielleicht sollten wir das Thema <em>wechseln</em>.""",,
ru,de,сложнее,schwieriger,,"""Это <em>сложнее</em>, чем ты говорила.""","""Es ist <em>schwieriger</em>, als du behauptet hast.""",,
ru,de,нечто,etwas,,"""Упустил <em>нечто</em> важное, <em>нечто</em> опасное.""","""Ich habe <em>etwas</em> Wichtiges übersehen, <em>etwas</em> Gefährliches.""",,
ru,de,"""должен был""",hätte,,"""Я не <em>должен был</em> ее оставлять.""","""Ich <em>hätte</em> sie nie da draußen lassen sollen.""",,
ru,de,"""с тех пор""",seitdem,,"""И <em>с тех пор</em> мы подружились, и это было здорово.""","""Und <em>seitdem</em> waren wir gute Freunde.""",,
ru,de,ошибаешься,liegst falsch,,"""Я очень надеюсь, что ты <em>ошибаешься</em>.""","""Ich hoffe nur sehr, du <em>liegst falsch</em>.""",,
ru,de,"""не просто""",nicht nur,,"""Знаешь, ты <em>не просто</em> вчера меня подставил.""","""Weißt du, du hast mich gestern Abend <em>nicht nur</em> sitzen lassen.""",,
ru,de,одеваться,mich,,"""Но я больше не могу <em>одеваться</em> как ты.""","""Oh, aber ich kann <em>mich</em> nicht mehr <em>so anziehen</em> wie du.""",,
ru,de,поэтому,deshalb,,"""И <em>поэтому</em> ты всегда будешь одна.""","""Und <em>deshalb</em> wirst du immer eine Waise sein.""",,
ru,de,"""из этого""",davon,,"""Но ничего <em>из этого</em> невозможно, пока ты здесь.""","""Aber nichts <em>davon</em> ist mit dir möglich.""",,
ru,de,некоторый,Einige,,"""<em>Некоторый</em> двери должны оставаться зарытыми""","""<em>Einige</em> Türen sollten geschlossen bleiben.""",,
ru,de,осталось,es gibt,,"""Значит, <em>осталось</em> сделать только одно...""","""Das bedeutet, <em>es gibt</em> hier nur noch eins zu tun.""",,
ru,de,погнали,Auf,,"""<em>Погнали</em>, сделаем это.""","""<em>Auf </em><em>los geht's</em><em> los</em>.""",,
ru,de,проверить,überprüfen,,"""Ты захочешь <em>проверить</em> их, Я уверен.""","""Ihr wollt sie bestimmt <em>überprüfen</em>, da bin ich sicher.""",,
ru,de,полезно,hilfreich,,"""Ах Ну, это <em>полезно</em>, но вот что я скажу.""","""Nun, es ist <em>hilfreich</em>, das gebe ich zu.""",,
ru,de,"""в ней""",in ihr,,"""Вероятно, потому что ты всё ещё <em>в ней</em>.""","""Vermutlich weil du noch <em>in ihr</em> bist.""",,
ru,de,"""Больше всего""",am meisten,,"""<em>Больше всего</em> в жизни я боялся потерпеть неудачу.""","""Ich hatte immer <em>am meisten</em> Angst davor, zu versagen.""",,
ru,de,"""более дорогой""",teurer,,"""О том, что это очень <em>дорогая</em> машина.""","""Das ist ein sehr <em>teurer</em> Wagen.""",,
ru,de,узнать,herausfinden,,"""Надеюсь тебе никогда не придется это <em>узнать</em>.""","""Ich hoffe, dass du das nie <em>herausfinden</em> musst.""",,
ru,de,сражаться,kämpfe,,"""Подняться и <em>сражаться</em> до последнего вздоха.""","""Steh auf und <em>kämpfe</em>, bis zum letzten Atemzug.""",,
ru,de,"""кому ты""",Wem hast du,,"""<em>Кому ты</em> отправила файлы?""","""<em>Wem hast du</em> die Dateien geschickt?""",,
ru,de,кем,wem,,"""И я вам не скажу <em>кем</em>.""","""Und ich werde nicht sagen, von <em>wem</em>.""",,
ru,de,"""его здесь нет""",er ist nicht hier,,"""Слушай, милая, <em>его здесь нет</em>.""","""Hör mal, Kleines, <em>er ist nicht hier</em>.""",,
ru,de,уехать,wegfahren,,"""И с кем она должна была <em>уехать</em>?""","""Und... mit wem wollte sie <em>wegfahren</em>?""",,
ru,de,"""с кем""",mit wem,,"""Я хочу знать <em>с кем</em> она встречается.""","""Ich will wissen, <em>mit wem</em> sie sich trifft.""",,
ru,de,перестал,er soll,,"""Сделай, чтобы он <em>перестал</em> так говорить?""","""Kannst du ihm sagen <em>er soll </em><em>aufhören</em> so zu reden?""",,
ru,de,"""Кажется,""","Es scheint,",,"""<em>Кажется,</em> что тебе это нужно.""","""<em>Es scheint,</em> als könntest du etwas brauchen.""",,
ru,de,нелегко,nicht einfach,,"""Поверь мне, это будет <em>нелегко</em>.""","""Glaub mir, es war <em>nicht einfach</em>.""",,
ru,de,интересует,interessiert,,"""Меня больше <em>интересует</em>, что предложите вы.""","""Mich <em>interessiert</em> mehr, was Sie mir anzubieten haben.""",,
ru,de,чего,was,,"""Вот уж <em>чего</em> не хотелось слышать.""","""Das war etwas, <em>was</em> ich nie habe hören wollen.""",,
ru,de,"""снег идёт уже весь день""",es schneit,,"""На улице - тьма, <em>идёт снег</em>.""","""Es ist dunkel und <em>es schneit</em>.""",,
ru,de,кому,wer,,"""Не понимаю, <em>кому</em> это нужно.""","""Ich verstehe nicht, <em>wer</em> so etwas wollen würde.""",,
ru,de,поговорить,unterhalten,,"""Скажите боссу, что нам надо <em>поговорить</em>.""","""Sagen Sie Ihrem Boss, wir müssen uns <em>unterhalten</em>.""",,
ru,de,попытайтесь,versuchen Sie's,,"""Так, <em>попытайтесь</em> с ним связаться.""","""Alles klar, <em>versuchen Sie's</em> weiter.""",,
ru,de,оттуда,von dort aus,,"""Пойду назад к ручью, начну искать <em>оттуда</em>.""","""Ich werde zurück zum Bach gehen und <em>von dort aus</em> weitermachen.""",,
ru,de,"""от кого""",von wem,,"""И я хочу, чтобы она ни коим образом не смогла узнать <em>от кого</em> деньги.""","""Und sie darf niemals herausfinden, <em>von wem</em> das Geld stammt.""",,
ru,de,добраться,schaffen,,"""Нам никогда до них не <em>добраться</em>!""","""Das <em>schaffen</em> wir nie im Leben.""",,
ru,de,Область,Region,,"""Picardie) - историческая <em>область</em> и бывший регион на севере Франции.""","""Die Picardie ist eine ehemalige <em>Region</em> und Provinz im Norden Frankreichs.""",,
ru,de,ходил,ging,,"""Он часто <em>ходил</em> на пляж с молодежью.""","""Er <em>ging</em> mit den Jugendlichen oft an den Strand.""",,
ru,de,"""с тех пор, как""",", seitdem",,"""Он пропал <em>с тех пор, как</em> мы сюда вернулись.""","""Er wird vermisst<em>, seitdem</em> wir alle zurück sind.""",,
ru,de,забрать,abholen,,"""Я могу <em>забрать</em> детей, если ты хочешь домой.""","""Ich kann die Kinder <em>abholen</em>, wenn du einfach nach Hause willst.""",,
ru,de,"""Куда мне ее поставить?""",wo soll ich es hinstellen?,,"""<em>Куда мне ее поставить?</em>""","""Und <em>wo soll ich es hinstellen?</em>""",,
ru,de,"""из-за того что""",deswegen,,"""Вы здесь <em>из-за того что</em> вы знаете.""","""Sie sind <em>deswegen</em> hier<em>, was</em> Sie wissen.""",,
ru,de,"""мы оба знаем""",wir wissen beide,,"""А <em>мы оба знаем</em>, почему ты его оттолкнул.""","""Und <em>wir wissen beide</em>, warum du ihm nicht zugehört hast.""",,
ru,de,по-моему,ich finde,,"""Слушайте, <em>по-моему</em> вы отлично справились.""","""Hört mal, <em>ich finde</em>, ihr habt das toll gemacht.""",,
ru,de,весь,jeder,,"""Мама, о нас говорит <em>весь</em> город.""","""Mom, <em>jeder</em><em> in</em> der Stadt redet über uns.""",,
ru,de,положи,leg sie,,"""Достань свое оружие и <em>положи</em> его на землю.""","""Hol deine Waffe raus und <em>leg sie</em> auf den Boden.""",,
ru,de,позвонить,anrufen,,"""Я просто решил <em>позвонить</em> и сказать спасибо.""","""Ich wollte nur, äh, <em>anrufen</em> und mich bedanken.""",,
ru,de,продолжить,weitermachen,,"""Ты должен <em>продолжить</em>, чтобы найти мальчика.""","""Du musst <em>weitermachen</em>, um den Jungen zu finden.""",,
ru,de,"""у тебя был""",du hattest,,"""Рик сказал, что <em>у тебя был</em> трудный день.""","""E hat gesagt, <em>du hattest</em> einen harten Tag.""",,
ru,de,"""ещё одна""",noch eine andere,,"""Знаете, это <em>ещё одна</em> проблема.""","""Du weißt, da ist <em>noch eine andere</em> Sache.""",,
ru,de,крошечный,kleine,,"""Есть маленький, <em>крошечный</em> шанс, что это не так.""","""Da ist eine winzige, <em>kleine</em> Chance, dass eher das Gegenteil eintritt.""",,
ru,de,лёгкий,seine,,"""Ну, это <em>лёгкий</em> вопрос! - Да.""","""Also <em>seine</em> Frage ist <em>leicht</em>.""",,
ru,de,боюсь,ich fürchte,,"""Моя дорогая, <em>боюсь</em>, из этого места нельзя сбежать.""","""Meine Liebe, <em>ich fürchte</em>, von diesem Ort gibt es kein Entkommen.""",,
ru,de,"""больше нельзя""",nicht mehr,,"""И почему мне <em>больше нельзя</em> к тебе приходить?""","""Und warum darf ich <em>nicht mehr</em> in deine Wohnung?""",,
ru,de,положить,legen,,"""Могу <em>положить</em> его к себе в сумочку.""","""Ich könnte ihn in meine Tasche <em>legen</em>.""",,
ru,de,открывать,öffnen,,"""Просто не могу, нельзя <em>открывать</em> люк.""","""Wir können diese Luke nicht <em>öffnen</em>.""",,
ru,de,"""я шёл""",ich da,,"""Ты не хочешь, чтобы <em>я шёл</em> туда.""","""Du willst gar nicht, dass <em>ich da</em> raus gehe.""",,
ru,de,покажи,zeig,,"""Теперь, <em>покажи</em> мне, как это работает.""","""Danke. Und jetzt <em>zeig</em> mir, wie das funktioniert.""",,
ru,de,надеяться,hoffen,,"""Я начал <em>надеяться</em>, что ты про меня забыл.""","""Ich hatte angefangen zu <em>hoffen</em>, dass du mich vergessen hast.""",,
ru,de,наружу,raus,,"""Берем инструменты и через боковую дверь выходим <em>наружу</em>.""","""Wir nehmen die Instrumente und gehen über den Seiteneingang <em>raus</em>.""",,
ru,de,"""это проще""",Das ist einfacher,,"""<em>Это проще</em>, чем ты думаешь.""","""<em>Das ist einfacher</em> als du glaubst.""",,
ru,de,вокруг,herum,,"""Давай не ходить <em>вокруг</em> да около.""","""Reden wir nicht um den heißen Brei <em>herum</em>.""",,
ru,de,объяснить,erklären,,"""Не могу <em>объяснить</em>, что случилось.""","""Ich kann nicht <em>erklären</em>, was passiert ist.""",,
ru,de,от,von,,"""Ни <em>от</em> тебя, ни <em>от</em> девушек.""","""Weder <em>von</em> dir, noch <em>von</em> jemand sonst.""",,
ru,de,доставить,zu bringen,,"""Самое важное сейчас - <em>доставить</em> доказательство Временному Правительству.""","""Alles, was jetzt zählt, ist, den Beweis zur provisorischen Regierung <em>zu bringen</em>.""",,
ru,de,быстрейший,der schnellste,,"""Это <em>быстрейший</em> путь назад.""","""Es ist <em>der schnellste</em> Weg.""",,
ru,de,вернуть,zurückbringen,,"""Тони, тебе лучше <em>вернуть</em> машину.""","""Tony, Sie sollten das Auto besser <em>zurückbringen</em>.""",,
ru,de,учишься,lernst,,"""Отрадно видеть, что ты <em>учишься</em>.""","""Es erfreut mich zu sehen, dass du <em>lernst</em>.""",,
ru,de,"""ей помочь""",ihr helfen,,"""Я думал, мы хотим <em>ей помочь</em>.""","""Ich dachte, wir wollen <em>ihr helfen</em>.""",,
ru,de,вставать,aufstehen,,"""Не хочется, но нужно <em>вставать</em>.""","""Ich will nicht, aber ich muss <em>aufstehen</em>.""",,
ru,de,"""включить музыку""",etwas Musik,,"""Почему бы тебе не <em>включить музыку</em>?""","""Warum machen Sie nicht <em>etwas Musik</em> an?""",,
ru,de,"""моя ошибка""",mein Fehler,,"""Это <em>моя ошибка</em>, и мне придется это принять.""","""Es war <em>mein Fehler</em> und ich muss damit leben.""",,
ru,de,подходящий,die,,"""Надо было найти <em>подходящий</em> инструмент.""","""Ich brauchte <em>die </em><em>richtigen</em> Werkzeuge.""",,
ru,de,этого,diese,,"""Надеюсь, он будет получше <em>этого</em>.""","""Ich hoffe, sie ist besser als <em>diese</em>.""",,
ru,de,"""на твоем месте""",an deiner Stelle,,"""Я бы скрылся <em>на твоем месте</em>.""","""Ich <em>an deiner Stelle</em> würde verschwinden.""",,
ru,de,Очевидно,Offensichtlich,,"""<em>Очевидно</em>, он присоединился к ней.""","""<em>Offensichtlich</em> hat er sich hier zu ihr gesellt.""",,
ru,de,вроде,Ich,,"""Я <em>вроде</em> видел маму с коляской.""","""<em>Ich </em><em>denke</em>, dass ich eine Mom mit einem Kinderwagen gesehen habe.""",,
ru,de,"""прямо сейчас""",gleich,,"""Можете начать <em>прямо сейчас</em>, помогая нам.""","""Sie können <em>gleich</em> damit anfangen, indem Sie uns helfen.""",,
ru,de,самых,die schrägsten,,"""Даже у <em>самых</em> странных есть девушки.""","""Selbst <em>die schrägsten</em> Typen haben 'ne Freundin.""",,
ru,de,давно,lange,,"""Я <em>давно</em> не встречала таких людей.""","""So einem Gentleman bin ich <em>lange</em> nicht begegnet.""",,
ru,de,"""все же""",dennoch,,"""Но <em>все же</em>, я всегда знал.""","""Und <em>dennoch</em>, irgendwie wusste ich es immer.""",,
ru,de,выехал,losgefahren,,"""Так что нет нужды ехать, если ты еще не <em>выехал</em>.""","""Falls du noch nicht <em>losgefahren</em> bist.""",,
ru,de,"""которого я знаю""",den ich kenne,,"""Там тип, <em>которого я знаю</em>.""","""Da wohnt ein Kerl, <em>den ich kenne</em>.""",,
ru,de,"""но сначала нужно""",Aber zuerst müssen wir,,"""<em>Но сначала нужно</em> войти.""","""<em>Aber zuerst müssen wir</em> reingelangen.""",,
ru,de,"""мне пришлось""",ich musste,,"""Нет. Я ушла, потому что <em>мне пришлось</em>.""","""Ich ging, weil <em>ich musste</em>.""",,
ru,de,"""Должно быть""",bestimmt,,"""<em>Должно быть</em> стоит более 100,000 иен.""","""Das kostet doch <em>bestimmt</em> 100000 Yen.""",,
ru,de,должен,sollte,,"""Кто-то <em>должен</em> присмотреть за ним несколько дней.""","""Jemand <em>sollte</em> für ein paar Tage bei ihm bleiben, nur um sicherzugehen.""",,
ru,de,похоже,Scheint so,,"""Ну. <em>похоже</em>, я много пропустил.""","""<em>Scheint so</em>, <em>als hätte</em> ich eine Menge verpasst.""",,
ru,de,похоже,Klingt,,"""Не <em>похоже</em>, что это твоя вина.""","""<em>Klingt</em> nicht <em>so</em>, als wäre das Ihre Schuld.""",,
ru,de,именно,genau,,"""Мы обнаружили <em>именно</em> то, что я предсказывал.""","""Wir haben <em>genau</em> das gefunden, was ich vorhergesagt habe.""",,
ru,de,Чьё,wessen,,"""Суд ещё не решил <em>чьё</em> это дерево.""","""Es ist nicht klar, <em>wessen</em> Baum das ist.""",,
ru,de,"""у меня почти нет""",Jetzt sind kaum,,"""<em>У меня почти</em> не осталось кредитов.""","""<em>Jetzt sind kaum</em> noch Kredits übrig.""",,
ru,de,"""После этого""",danach,,"""<em>После этого</em> не говорил со мной.""","""Er hat <em>danach</em> nie mehr mit mir gesprochen.""",,
ru,de,же,Dieselbe,,"""Тот <em>же</em> цвет, то <em>же</em> сообщение, те <em>же</em> слова.""","""<em>Dieselbe</em> Farbe, <em>dieselbe</em> Botschaft, <em>dieselben</em> Wörter.""",,
ru,de,"""Я подумаю""",Ich werde sehen,,"""<em>Я подумаю</em>, что могу сделать.""","""<em>Ich werde sehen</em>, was ich tun kann.""",,
ru,de,понимать,versteht,,"""Ты начинаешь <em>понимать</em>, что они говорят.""","""Da <em>versteht</em> man <em>endlich</em>, was sie eigentlich sagen.""",,
ru,de,пробовать,ausprobieren,,"""Ты хочешь сломать себя и <em>пробовать</em> новое.""","""Sie wollen etwas Neues <em>ausprobieren</em>.""",,
ru,de,второй,zweite,,"""На выборах не бывает <em>второй</em> возможности.""","""Bei den Wahlen kriegt man keine <em>zweite</em> Chance.""",,
ru,de,"""говори со""",Sprich mit,,"""Не <em>говори со</em> мной, как будто я левый человек.""","""<em>Sprich mit</em> mir nicht so, als wäre ich jemand anderes.""",,
ru,de,"""у меня почти нет""",bleibt fast keine,,"""<em>У меня почти нет</em> времени на исследования.""","""Es <em>bleibt fast keine</em> Zeit für Forschung.""",,
ru,de,"""во сколько""",um wie viel Uhr,,"""Да, <em>во сколько</em> начало?""","""Nebenbei, <em>um wie viel Uhr</em> beginnt er?""",,
ru,de,становится,werden,,"""Плохо, когда нечто одно <em>становится</em> двумя.""","""Es ist nicht gut, wenn aus einer Sache zwei <em>werden</em>.""",,
ru,de,"""не более""",höchstens,,"""Каждый смог поспать <em>не более</em> трёх часов.""","""Alle Darbietungen durften <em>höchstens</em> drei Minuten lang sein.""",,
ru,de,продолжается,geht weiter,,"""Скоро узнаем, ведь путешествие <em>продолжается</em>.""","""Das werden wir bald wissen, denn die Reise <em>geht weiter</em>!""",,
ru,de,"""куда ты ходил""",Wo bist du,,"""Так куда... <em>куда ты ходил</em> вчера?""","""<em>Wo bist du</em> gestern <em>hingegangen</em>?""",,
ru,de,"""куда ты идешь""",wo gehst du hin,,"""Деннис, <em>куда ты идешь</em>? - Подальше отсюда.""","""Dennis, <em>wo gehst du hin</em>? - Weg von hier.""",,
ru,de,остров,Insel,,"""Думаю, вам понравится наш уютный <em>остров</em>.""","""Ich denke, Ihnen wird unsere kleine <em>Insel</em> gefallen.""",,
ru,de,осталось,übrig ist,,"""То, что от него <em>осталось</em>.""","""Zumindest das, was von ihm <em>übrig ist</em>.""",,
ru,de,"""у меня нет сейчас времени.""",Ich habe,,"""Честно говоря, <em>у меня нет сейчас времени.</em>""","""<em>Ich habe</em> ehrlich gesagt <em>dafür gerade keine Zeit.</em>""",,
ru,de,"""я перезвоню""",ich rufe zurück,,"""Дядя Миша? Скажи, что <em>я перезвоню</em>.""","""Sagen Sie ihm, <em>ich rufe zurück</em>.""",,
ru,de,"""мог бы""",könnte,,"""Мотив <em>мог бы</em> помочь нам предсказать его следующий шаг.""","""Sein Motiv <em>könnte</em> uns dabei helfen, sein nächstes Ziel vorherzusehen.""",,
ru,de,"""ты помнишь""",erinnerst du dich an,,"""Харви, <em>ты помнишь</em> Артура Ривза?""","""Harvey, <em>erinnerst du dich an</em> Arthur Reeves?""",,
ru,de,"""ты попытайся""",Versuch,,"""А <em>ты попытайся</em> ничего не украсть.""","""<em>Versuch</em> nichts zu stehlen.""",,
ru,de,"""почти не""",kaum noch,,"""Мы теперь тебя <em>почти не</em> видим.""","""Sag mal, man sieht dich <em>kaum noch</em>.""",,
ru,de,уезжаешь,gehst du,,"""Тогда зачем ты <em>уезжаешь</em>?""","""Warum <em>gehst du</em> dann?""",,
ru,de,бы,wäre,,"""Меня <em>бы</em> очень устроило, если <em>бы</em> вы подходили ему.""","""Es <em>wäre</em> mir sehr recht, wenn Sie die Richtige für ihn <em>wären</em>.""",,
ru,de,"""куда ты ходил?""",Wo warst du denn?,,"""Ты? И <em>куда ты ходил?</em>""","""<em>Wo warst du denn?</em>""",,
ru,de,дверь,Tür,,"""Я видел, как эта <em>дверь</em> закрывалась.""","""Hm. Ich sah, wie die <em>Tür</em> zuging.""",,
ru,de,например,zum Beispiel,,"""Давай обсудим более приятную тему, <em>например</em>... нашу свадьбу.""","""Reden wir lieber über was Schöneres, <em>zum Beispiel</em> über unsere Hochzeit.""",,
ru,de,"""пожалуйста, помни""",Bitte denk dran,,"""<em>Пожалуйста, помни</em>, что мне очень жаль.""","""<em>Bitte denk dran</em>, wie leid es mir tut.""",,
ru,de,"""из-за того""",wegen dem,,"""Я здесь <em>из-за того</em>, что мне известно.""","""Ich bin <em>wegen dem</em> hier, worin ich mich auskenne.""",,
ru,de,ижу,Ich sehe,,"""<em>ижу</em>, что это ещЄ не конец.""","""<em>Ich sehe</em>, dass dies noch nicht das Ende ist.""",,
ru,de,"""Я хотел бы""",Ich würde gerne,,"""<em>Я хотел бы</em> осмотреть его комнаты.""","""<em>Ich würde gerne</em> seine Zimmer sehen.""",,
